season_year,team_id,team_abbreviation,team_name,gp,w,l,min,passes_made,passes_received,ast,ft_ast,secondary_ast,potential_ast,ast_points_created,ast_adj,ast_to_pass_pct,ast_to_pass_pct_adj
2013-14,1610612745,HOU,Houston Rockets,82,54,28,241.8,293.4,293.4,21.4,2.8,2.6,42.9,54.8,26.6,0.073,0.091
2013-14,1610612754,IND,Indiana Pacers,82,56,26,241.2,299.5,299.5,20.1,2.3,2.5,43.9,49.5,24.7,0.067,0.083
2013-14,1610612746,LAC,Los Angeles Clippers,82,57,25,240.9,304.5,304.5,24.6,3,4,49.2,61,31.4,0.081,0.103
2013-14,1610612747,LAL,Los Angeles Lakers,82,27,55,240.3,306.4,306.4,24.5,2.5,3.2,50.1,61.5,30.1,0.08,0.098
2013-14,1610612763,MEM,Memphis Grizzlies,82,50,32,241.5,308,308,21.9,2.6,3.8,46.6,51.9,28.1,0.071,0.091
2013-14,1610612748,MIA,Miami Heat,82,54,28,242.4,292.4,292.4,22.5,2.6,4,45.7,56.5,28.9,0.077,0.099
2013-14,1610612749,MIL,Milwaukee Bucks,81,15,66,242.5,320.1,320.1,21.4,2.9,2.8,45.9,52.2,26.9,0.067,0.084
2013-14,1610612750,MIN,Minnesota Timberwolves,82,40,42,242.1,303.4,303.4,23.9,3.6,3,52.5,59.9,30.4,0.079,0.1
2013-14,1610612740,NOP,New Orleans Pelicans,82,34,48,242.1,271.4,271.4,21.3,2.8,1.5,42.6,52.3,25.5,0.078,0.094
2013-14,1610612752,NYK,New York Knicks,82,37,45,242.1,279.9,279.9,20,1.9,2.5,44.2,50.2,24.3,0.072,0.087
2013-14,1610612760,OKC,Oklahoma City Thunder,82,59,23,241.5,262.3,262.3,21.9,2.3,2.2,43.9,53.2,26.3,0.083,0.1
2013-14,1610612753,ORL,Orlando Magic,82,23,59,243.4,286.2,286.2,21,2.3,2.8,46.4,51.3,26,0.074,0.091
2013-14,1610612755,PHI,Philadelphia 76ers,82,19,63,242.1,301.4,301.4,21.8,2.5,2.7,46.8,53.6,27,0.072,0.089
2013-14,1610612756,PHX,Phoenix Suns,82,48,34,240.9,277.9,277.8,19.1,2.1,2.1,42.1,49.1,23.1,0.069,0.083
2013-14,1610612757,POR,Portland Trail Blazers,82,54,28,242.1,295.5,295.5,23.2,2.6,3.5,48.3,58.3,29,0.079,0.098
2013-14,1610612758,SAC,Sacramento Kings,81,28,53,241.9,267,267,18.8,2.4,1.6,40.6,45.9,22.7,0.071,0.085
2013-14,1610612759,SAS,San Antonio Spurs,82,62,20,240.9,330.7,330.7,25.2,2.7,4.2,48.8,62,31.8,0.076,0.096
2013-14,1610612761,TOR,Toronto Raptors,81,47,34,243.4,296.9,296.9,21.2,2.4,2.9,44.3,53.8,26.4,0.071,0.089
2013-14,1610612762,UTA,Utah Jazz,82,25,57,241.2,319.5,319.5,20.3,2.6,2.6,46.8,50.6,25.3,0.064,0.079
2013-14,1610612764,WAS,Washington Wizards,81,44,37,244.6,315.2,315.2,23.4,2.7,3.2,48.1,58,29.1,0.074,0.092
